CAMIS,RESTAURANT,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESC,CRITICALFLAG,INSPECTIONTYPE,Latitude,Longitude
50103989,CINNABON AUNTIE ANNE'S,Manhattan,688,6 AVENUE,10010,6464905019,Bakery,7/29/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.74200344,-73.99344292
40732501,TEQUILITAS MEXICAN RESTAURANT,Brooklyn,5213,4 AVENUE,11220,7184924303,Mexican,7/19/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.64520564,-74.01387342
50065815,WICHCRAFT,Manhattan,1407,BROADWAY,10018,7184500886,Soups_Salads_Sandwiches_Beverages,7/27/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.7534321,-73.98715067
50055119,MOTORINO,Manhattan,510,COLUMBUS AVENUE,10024,9176757581,Pizza,8/2/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection,40.78551033,-73.97289502
50066922,LOLY PIZZA RESTAURANT,Bronx,119,EAST MOUNT EDEN AVENUE,10452,9179823115,Spanish,8/3/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.84346025,-73.91259257
40395554,COUNTRY DONUTS,Staten Island,3235,RICHMOND AVENUE,10312,7189677111,Bakery,8/11/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.56036821,-74.16975986
50057262,THE BUND,Queens,10030B,QUEENS BLVD,11375,7182758000,Chinese,8/2/21,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,Cycle Inspection / Initial Inspection,40.72680818,-73.85334539
41622578,INSOMNIA COOKIES,Manhattan,482,3 AVENUE,10016,2153831320,Bakery,8/17/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.74485347,-73.97876164
50090528,16 HANDLES,Manhattan,428,3 AVENUE,10016,2122131755,Frozen Desserts,8/24/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.7430504,-73.98008304
50104882,LEVAIN BAKERY,Brooklyn,164,NORTH    4 STREET,11211,9174643785,Bakery,7/23/21,Violations were cited in the following area(s).,20C,Food allergy poster does not contain text provided or approved by Department.,Not Critical,Administrative Miscellaneous / Initial Inspection,40.71583045,-73.95898478
50079205,POKE STOP,Brooklyn,1720,SHEEPSHEAD BAY ROAD,11235,7186767878,American,8/30/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection,40.58558779,-73.95168095
50053453,YOGURT CITY,Brooklyn,2027,EMMONS AVENUE,11235,7183391093,Frozen Desserts,7/20/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.58371937,-73.94723252
50009471,SHAKE SHACK,Brooklyn,170,FLATBUSH AVENUE,11217,6465176145,American,8/25/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.68273068,-73.97651003
50087514,LI & CHO,Queens,14141,NORTHERN BLVD,11354,9293290405,Chinese,8/10/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Re-inspection,40.76440002,-73.82554137
50080071,LION'S HEAD TAVERN,Manhattan,995,AMSTERDAM AVENUE,10025,2128661030,American,8/17/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.80217139,-73.96443248
41488532,THE COMMODORE,Brooklyn,366,METROPOLITAN AVENUE,11211,7182187632,American,8/25/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.71407261,-73.9558043
40402407,UNION CLUB OF CITY OF NEW YORK,Manhattan,101,EAST   69 STREET,10021,2127345400,French,8/5/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.76902865,-73.96489791
41567437,ANGELA'S BAKERY,Brooklyn,717,KNICKERBOCKER AVENUE,11221,7184180095,Bakery,7/23/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.69411335,-73.91009172
40593844,THE ORIGINAL PIZZA OF 4TH AVE,Brooklyn,6823,4 AVENUE,11220,7188368055,Pizza,7/19/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.63509234,-74.02331101
50070548,876 CROWN,Queens,10810,GUY R BREWER BLVD,11433,9172932703,Caribbean,7/22/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Cycle Inspection / Initial Inspection,40.69620333,-73.79099942
50104898,LAGOS RESTAURANT & LOUNGE,Manhattan,306,EAST   49 STREET,10017,3474986849,African,8/24/21,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 165¬∫ F or above within 2 hours.,Critical,Pre-permit (Operational) / Initial Inspection,40.75404333,-73.96852606
41662362,HAPPY GARDEN,Brooklyn,370,UTICA AVENUE,11213,7184676618,Chinese,8/17/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.66559341,-73.93143706
40948509,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1936,RALPH AVENUE,11236,7185312828,Caribbean,8/13/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Re-inspection,40.63036385,-73.91843168
41133582,BLUESPOON COFFEE,Manhattan,76,CHAMBERS STREET,10007,2126197230,Coffee/Tea,7/23/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.71435815,-74.00675997
41576328,BO BO KITCHEN CHINESE RESTAURANT,Brooklyn,1601,CORTELYOU ROAD,11226,7184625363,Chinese,8/16/21,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.64167086,-73.96342656
41682323,DUNKIN,Brooklyn,4912,FORT HAMILTON PARKWAY,11219,3474924294,Bakery,7/30/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection,40.63825942,-73.99783453
41168644,TETE-A-TETE,Brooklyn,2601,EAST   14 STREET,11235,7186760783,European,7/20/21,Violations were cited in the following area(s).,15000,Original label for smoking products sold or offered for sale,Not Critical,Smoke-Free Air Act / Initial Inspection,40.58782899,-73.9552473
50054726,W & Y BAKERY,Brooklyn,1703,AVENUE U,11229,7183392801,Bakery,8/3/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140¬∫ F to 70¬∫ F or less within 2  hours, and from 70¬∫ F to 41¬∫ F or less within 4 additional hours.",Critical,Cycle Inspection / Initial Inspection,40.59905757,-73.9543575
50005544,DUNKIN,Manhattan,42,WEST   39 STREET,10018,6465908351,Bakery,8/26/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.75216358,-73.98370043
40376290,KING'S ARMS RESTAURANT,Staten Island,500,FOREST AVENUE,10310,7184480326,American,7/19/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.63043625,-74.10698897
41486245,NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238,7182308881,Chinese,7/20/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.68876461,-73.9599931
50076090,GYRO BBQ FRIED CHICKEN,Brooklyn,3680,NOSTRAND AVENUE,11229,3474629696,Chicken,8/27/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.59433028,-73.94072478
50047326,RICO CHIMI,Brooklyn,1492,MYRTLE AVENUE,11237,7183663777,Spanish,8/11/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection,40.69919182,-73.91451713
50106261,HAPPY LAMB,Queens,13659,37TH AVE,11354,7187628881,Chinese,8/16/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.76197387,-73.82933807
