restaurant,BORO,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG
CARIBBEAN SOUTHERN CUISINE,Bronx,7/19/21,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical
CARIBBEAN SOUTHERN CUISINE,Brooklyn,7/31/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CARIBBEAN SOUTHERN CUISINE,Manhattan,7/22/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CARIBBEAN SOUTHERN CUISINE,Brooklyn,7/23/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
CARIBBEAN SOUTHERN CUISINE,Queens,7/21/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CARIBBEAN SOUTHERN CUISINE,Brooklyn,7/23/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
CARIBBEAN SOUTHERN CUISINE,Queens,7/23/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
CARIBBEAN SOUTHERN CUISINE,Brooklyn,7/29/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
CARIBBEAN SOUTHERN CUISINE,Brooklyn,7/21/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
CARMINE'S,Manhattan,7/28/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
CARMINE'S,Bronx,7/28/21,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical
CARMINE'S,Manhattan,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CARMINE'S,Queens,7/30/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
CARMINE'S PIZZA,Queens,7/26/21,09C,Food contact surface not properly maintained.,Not Critical
CARMINE'S PIZZA,Brooklyn,7/23/21,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical
CARRO CAFE,Queens,7/26/21,02B,Hot food item not held at or above 140º F.,Critical
CARRO CAFE,Queens,7/23/21,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical
CARRO CAFE,Brooklyn,7/20/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
CARRO CAFE,Manhattan,6/9/21,18F,Permit not conspicuously displayed.,Not Critical
CARRO CAFE,Manhattan,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
CARRO CAFE,Brooklyn,7/26/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CARUSO PIZZERIA & RESTAURANT,Queens,7/22/21,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical
CARUSO PIZZERIA & RESTAURANT,Queens,7/20/21,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
CARUSO PIZZERIA & RESTAURANT,Manhattan,7/20/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
CARVE UNIQUE SANDWICHES,Manhattan,7/20/21,02B,Hot food item not held at or above 140º F.,Critical
CARVE UNIQUE SANDWICHES,Manhattan,7/21/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
CARVEL,Queens,7/27/21,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical
CARVEL,Brooklyn,7/26/21,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical
CARVEL,Queens,7/21/21,02B,Hot food item not held at or above 140º F.,Critical
CARVEL,Brooklyn,7/22/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CARVEL,Bronx,7/19/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
CARVEL,Manhattan,7/27/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
CASA LIMONE,Brooklyn,7/21/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
CASA LIMONE,Manhattan,2/24/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
"CASA MONO, BAR JAMON (NEXT DOOR)",Manhattan,7/26/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
"CASA MONO, BAR JAMON (NEXT DOOR)",Bronx,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
"CASA MONO, BAR JAMON (NEXT DOOR)",Queens,7/19/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
"CASA MONO, BAR JAMON (NEXT DOOR)",Brooklyn,7/19/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
"CASA MONO, BAR JAMON (NEXT DOOR)",Brooklyn,7/19/21,02B,Hot food item not held at or above 140º F.,Critical
CASA VIEJA RESTAURANT,Manhattan,7/27/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CASA VIEJA RESTAURANT,Queens,7/21/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
CASTLE CHICKEN,Queens,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
CASTLE CHICKEN,Manhattan,7/27/21,15F7,Sign prohibiting smoking or using electronic cigarettes not conspicuously  posted,Not Critical
CASTLE CHICKEN,Brooklyn,7/22/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CASTLE CHICKEN AND BURGER,Brooklyn,3/3/21,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical
CASTLE CHICKEN AND BURGER,Manhattan,7/21/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
CASTLE CHICKEN AND BURGER,Manhattan,7/21/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
CATALDO'S RESTAURANT,Bronx,7/30/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
CATALDO'S RESTAURANT,Brooklyn,7/31/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
CATERINA PIZZA,Queens,7/22/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
CATERINA PIZZA,Brooklyn,7/27/21,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical
CB HOSPITALITY AND EVENTS,Brooklyn,7/20/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
CEDAR STAR CATERING,Brooklyn,7/29/21,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
CEDAR STAR CATERING,Manhattan,7/30/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CEDAR STAR CATERING,Bronx,7/19/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
CEDAR STAR CATERING,Queens,5/25/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
CELEBRATE SNUG HARBOR,Manhattan,7/30/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
CELEBRATE SNUG HARBOR,Brooklyn,7/20/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
CELEBRATE SNUG HARBOR,Queens,2/26/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
CHA CHA MATCHA,Brooklyn,7/29/21,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical
